INPUT;FOUND_BY;DTXSID;PREFERRED_NAME;VERIFICACION ;SMILES;MOLECULAR_FORMULA;AVERAGE_MASS;iupac_name;iupac_name_SMILES;Validacion IUPAC;verificacion manual;PREFERRED NAME;CASRN;MOLECULAR FORMULA;MONOISOTOPIC MASS;ToxCast Active;ToxCast Total;% ToxCast Active;HIT CALL
(-)-Ambroxide;Approved Name;DTXSID0047113;(-)-Ambroxide;0.0;C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2;C16H28O;236.399;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;0;NO;(-)-Ambroxide;6790-58-5;C16H28O;236.214016;97.0;634.0;15.0;Active
(-)-Ambroxide;Approved Name;DTXSID0047113;(-)-Ambroxide;0.0;C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2;C16H28O;236.399;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;0;NO;(-)-Ambroxide;6790-58-5;C16H28O;236.214016;97.0;634.0;15.0;Active
(-)-Ambroxide;Approved Name;DTXSID0047113;(-)-Ambroxide;0.0;C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2;C16H28O;236.399;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;0;NO;(-)-Ambroxide;6790-58-5;C16H28O;236.214016;97.0;634.0;15.0;Active
(-)-Ambroxide;Approved Name;DTXSID0047113;(-)-Ambroxide;0.0;C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2;C16H28O;236.399;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;0;NO;(-)-Ambroxide;6790-58-5;C16H28O;236.214016;97.0;634.0;15.0;Active
(-)-Ambroxide;Approved Name;DTXSID0047113;(-)-Ambroxide;0.0;C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2;C16H28O;236.399;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;0;NO;(-)-Ambroxide;6790-58-5;C16H28O;236.214016;97.0;634.0;15.0;Active
(-)-Ambroxide;Approved Name;DTXSID0047113;(-)-Ambroxide;0.0;C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2;C16H28O;236.399;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;0;NO;(-)-Ambroxide;6790-58-5;C16H28O;236.214016;97.0;634.0;15.0;Active
(-)-Ambroxide;Approved Name;DTXSID0047113;(-)-Ambroxide;0.0;C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2;C16H28O;236.399;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;0;NO;(-)-Ambroxide;6790-58-5;C16H28O;236.214016;97.0;634.0;15.0;Active
(-)-Ambroxide;Approved Name;DTXSID0047113;(-)-Ambroxide;0.0;C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2;C16H28O;236.399;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;0;NO;(-)-Ambroxide;6790-58-5;C16H28O;236.214016;97.0;634.0;15.0;Active
(-)-Ambroxide;Approved Name;DTXSID0047113;(-)-Ambroxide;0.0;C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2;C16H28O;236.399;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;0;NO;(-)-Ambroxide;6790-58-5;C16H28O;236.214016;97.0;634.0;15.0;Active
(-)-Ambroxide;Approved Name;DTXSID0047113;(-)-Ambroxide;0.0;C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2;C16H28O;236.399;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;0;NO;(-)-Ambroxide;6790-58-5;C16H28O;236.214016;97.0;634.0;15.0;Active
(-)-Ambroxide;Approved Name;DTXSID0047113;(-)-Ambroxide;0.0;C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2;C16H28O;236.399;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;0;NO;(-)-Ambroxide;6790-58-5;C16H28O;236.214016;97.0;634.0;15.0;Active
(-)-Ambroxide;Approved Name;DTXSID0047113;(-)-Ambroxide;0.0;C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2;C16H28O;236.399;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;0;NO;(-)-Ambroxide;6790-58-5;C16H28O;236.214016;97.0;634.0;15.0;Active
(-)-Ambroxide;Approved Name;DTXSID0047113;(-)-Ambroxide;0.0;C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2;C16H28O;236.399;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;0;NO;(-)-Ambroxide;6790-58-5;C16H28O;236.214016;97.0;634.0;15.0;Active
(-)-Ambroxide;Approved Name;DTXSID0047113;(-)-Ambroxide;0.0;C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2;C16H28O;236.399;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;0;NO;(-)-Ambroxide;6790-58-5;C16H28O;236.214016;97.0;634.0;15.0;Active
(-)-Ambroxide;Approved Name;DTXSID0047113;(-)-Ambroxide;0.0;C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2;C16H28O;236.399;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;0;NO;(-)-Ambroxide;6790-58-5;C16H28O;236.214016;97.0;634.0;15.0;Active
(-)-Ambroxide;Approved Name;DTXSID0047113;(-)-Ambroxide;0.0;C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2;C16H28O;236.399;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;0;NO;(-)-Ambroxide;6790-58-5;C16H28O;236.214016;97.0;634.0;15.0;Active
(-)-Ambroxide;Approved Name;DTXSID0047113;(-)-Ambroxide;0.0;C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2;C16H28O;236.399;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;0;NO;(-)-Ambroxide;6790-58-5;C16H28O;236.214016;97.0;634.0;15.0;Active
(-)-Ambroxide;Approved Name;DTXSID0047113;(-)-Ambroxide;0.0;C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2;C16H28O;236.399;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;0;NO;(-)-Ambroxide;6790-58-5;C16H28O;236.214016;97.0;634.0;15.0;Active
(-)-Ambroxide;Approved Name;DTXSID0047113;(-)-Ambroxide;0.0;C[C@@]12CC[C@H]3C(C)(C)CCC[C@]3(C)[C@H]1CCO2;C16H28O;236.399;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;(3aR,5aS,9aS,9bR)-3a,6,6,9a-tetramethyl-2,4,5,5a,7,8,9,9b-octahydro-1H-benzo[e][1]benzofuran;0;NO;(-)-Ambroxide;6790-58-5;C16H28O;236.214016;97.0;634.0;15.0;Active
(-)-Isolongifolene;Approved Name;DTXSID1044518;(-)-Isolongifolene;0.0;CC1(C)[C@H]2CC[C@]3(C2)C1=CCCC3(C)C;C15H24;204.357;(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.01,6]undec-5-ene;(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.01,6]undec-5-ene;0;NO;(-)-Isolongifolene;1135-66-6;C15H24;204.187801;89.0;619.0;14.0;Active
(-)-Isolongifolene;Approved Name;DTXSID1044518;(-)-Isolongifolene;0.0;CC1(C)[C@H]2CC[C@]3(C2)C1=CCCC3(C)C;C15H24;204.357;(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.01,6]undec-5-ene;(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.01,6]undec-5-ene;0;NO;(-)-Isolongifolene;1135-66-6;C15H24;204.187801;89.0;619.0;14.0;Active
(-)-Isolongifolene;Approved Name;DTXSID1044518;(-)-Isolongifolene;0.0;CC1(C)[C@H]2CC[C@]3(C2)C1=CCCC3(C)C;C15H24;204.357;(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.01,6]undec-5-ene;(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.01,6]undec-5-ene;0;NO;(-)-Isolongifolene;1135-66-6;C15H24;204.187801;89.0;619.0;14.0;Active
(-)-Isolongifolene;Approved Name;DTXSID1044518;(-)-Isolongifolene;0.0;CC1(C)[C@H]2CC[C@]3(C2)C1=CCCC3(C)C;C15H24;204.357;(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.01,6]undec-5-ene;(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.01,6]undec-5-ene;0;NO;(-)-Isolongifolene;1135-66-6;C15H24;204.187801;89.0;619.0;14.0;Active
(-)-Isolongifolene;Approved Name;DTXSID1044518;(-)-Isolongifolene;0.0;CC1(C)[C@H]2CC[C@]3(C2)C1=CCCC3(C)C;C15H24;204.357;(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.01,6]undec-5-ene;(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.01,6]undec-5-ene;0;NO;(-)-Isolongifolene;1135-66-6;C15H24;204.187801;89.0;619.0;14.0;Active
(-)-Isolongifolene;Approved Name;DTXSID1044518;(-)-Isolongifolene;0.0;CC1(C)[C@H]2CC[C@]3(C2)C1=CCCC3(C)C;C15H24;204.357;(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.01,6]undec-5-ene;(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.01,6]undec-5-ene;0;NO;(-)-Isolongifolene;1135-66-6;C15H24;204.187801;89.0;619.0;14.0;Active
(-)-Isolongifolene;Approved Name;DTXSID1044518;(-)-Isolongifolene;0.0;CC1(C)[C@H]2CC[C@]3(C2)C1=CCCC3(C)C;C15H24;204.357;(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.01,6]undec-5-ene;(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.01,6]undec-5-ene;0;NO;(-)-Isolongifolene;1135-66-6;C15H24;204.187801;89.0;619.0;14.0;Active
(-)-Isolongifolene;Approved Name;DTXSID1044518;(-)-Isolongifolene;0.0;CC1(C)[C@H]2CC[C@]3(C2)C1=CCCC3(C)C;C15H24;204.357;(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.01,6]undec-5-ene;(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.01,6]undec-5-ene;0;NO;(-)-Isolongifolene;1135-66-6;C15H24;204.187801;89.0;619.0;14.0;Active
(-)-Isolongifolene;Approved Name;DTXSID1044518;(-)-Isolongifolene;0.0;CC1(C)[C@H]2CC[C@]3(C2)C1=CCCC3(C)C;C15H24;204.357;(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.01,6]undec-5-ene;(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.01,6]undec-5-ene;0;NO;(-)-Isolongifolene;1135-66-6;C15H24;204.187801;89.0;619.0;14.0;Active
(-)-Isolongifolene;Approved Name;DTXSID1044518;(-)-Isolongifolene;0.0;CC1(C)[C@H]2CC[C@]3(C2)C1=CCCC3(C)C;C15H24;204.357;(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.01,6]undec-5-ene;(1R,8S)-2,2,7,7-tetramethyltricyclo[6.2.1.01,6]undec-5-ene;0;NO;(-)-Isolongifolene;1135-66-6;C15H24;204.187801;89.0;619.0;14.0;Active
(-)-Phenylephrine hydrochloride;Approved Name;DTXSID3021142;(-)-Phenylephrine hydrochloride;0.0;Cl.CNC[C@H](O)C1=CC(O)=CC=C1;C9H14ClNO2;203.67;"3-[(1R)-1-hydroxy-2-(methylamino)ethyl]phenol;hydrochloride";"3-[(1R)-1-hydroxy-2-(methylamino)ethyl]phenol;hydrochloride";0;NO;(-)-Phenylephrine hydrochloride;61-76-7;C9H14ClNO2;203.071306;18.0;622.0;3.0;Active
(3Z)-Hex-3-en-1-yl salicylate;Approved Name;DTXSID8037750;(3Z)-Hex-3-en-1-yl salicylate;0.0;CC\C=C/CCOC(=O)C1=C(O)C=CC=C1;C13H16O3;220.268;[(Z)-hex-3-enyl] 2-hydroxybenzoate;[(Z)-hex-3-enyl] 2-hydroxybenzoate;0;NO;(3Z)-Hex-3-en-1-yl salicylate;65405-77-8;C13H16O3;220.109944;100.0;653.0;15.0;Active
(3Z)-Hex-3-en-1-yl salicylate;Approved Name;DTXSID8037750;(3Z)-Hex-3-en-1-yl salicylate;0.0;CC\C=C/CCOC(=O)C1=C(O)C=CC=C1;C13H16O3;220.268;[(Z)-hex-3-enyl] 2-hydroxybenzoate;[(Z)-hex-3-enyl] 2-hydroxybenzoate;0;NO;(3Z)-Hex-3-en-1-yl salicylate;65405-77-8;C13H16O3;220.109944;100.0;653.0;15.0;Active
(3Z)-Hex-3-en-1-yl salicylate;Approved Name;DTXSID8037750;(3Z)-Hex-3-en-1-yl salicylate;0.0;CC\C=C/CCOC(=O)C1=C(O)C=CC=C1;C13H16O3;220.268;[(Z)-hex-3-enyl] 2-hydroxybenzoate;[(Z)-hex-3-enyl] 2-hydroxybenzoate;0;NO;(3Z)-Hex-3-en-1-yl salicylate;65405-77-8;C13H16O3;220.109944;100.0;653.0;15.0;Active
(3Z)-Hex-3-en-1-yl salicylate;Approved Name;DTXSID8037750;(3Z)-Hex-3-en-1-yl salicylate;0.0;CC\C=C/CCOC(=O)C1=C(O)C=CC=C1;C13H16O3;220.268;[(Z)-hex-3-enyl] 2-hydroxybenzoate;[(Z)-hex-3-enyl] 2-hydroxybenzoate;0;NO;(3Z)-Hex-3-en-1-yl salicylate;65405-77-8;C13H16O3;220.109944;100.0;653.0;15.0;Active
(3Z)-Hex-3-en-1-yl salicylate;Approved Name;DTXSID8037750;(3Z)-Hex-3-en-1-yl salicylate;0.0;CC\C=C/CCOC(=O)C1=C(O)C=CC=C1;C13H16O3;220.268;[(Z)-hex-3-enyl] 2-hydroxybenzoate;[(Z)-hex-3-enyl] 2-hydroxybenzoate;0;NO;(3Z)-Hex-3-en-1-yl salicylate;65405-77-8;C13H16O3;220.109944;100.0;653.0;15.0;Active
(3Z)-Hex-3-en-1-yl salicylate;Approved Name;DTXSID8037750;(3Z)-Hex-3-en-1-yl salicylate;0.0;CC\C=C/CCOC(=O)C1=C(O)C=CC=C1;C13H16O3;220.268;[(Z)-hex-3-enyl] 2-hydroxybenzoate;[(Z)-hex-3-enyl] 2-hydroxybenzoate;0;NO;(3Z)-Hex-3-en-1-yl salicylate;65405-77-8;C13H16O3;220.109944;100.0;653.0;15.0;Active
(3Z)-Hex-3-en-1-yl salicylate;Approved Name;DTXSID8037750;(3Z)-Hex-3-en-1-yl salicylate;0.0;CC\C=C/CCOC(=O)C1=C(O)C=CC=C1;C13H16O3;220.268;[(Z)-hex-3-enyl] 2-hydroxybenzoate;[(Z)-hex-3-enyl] 2-hydroxybenzoate;0;NO;(3Z)-Hex-3-en-1-yl salicylate;65405-77-8;C13H16O3;220.109944;100.0;653.0;15.0;Active
(3Z)-Hex-3-en-1-yl salicylate;Approved Name;DTXSID8037750;(3Z)-Hex-3-en-1-yl salicylate;0.0;CC\C=C/CCOC(=O)C1=C(O)C=CC=C1;C13H16O3;220.268;[(Z)-hex-3-enyl] 2-hydroxybenzoate;[(Z)-hex-3-enyl] 2-hydroxybenzoate;0;NO;(3Z)-Hex-3-en-1-yl salicylate;65405-77-8;C13H16O3;220.109944;100.0;653.0;15.0;Active
(3Z)-Hex-3-en-1-yl salicylate;Approved Name;DTXSID8037750;(3Z)-Hex-3-en-1-yl salicylate;0.0;CC\C=C/CCOC(=O)C1=C(O)C=CC=C1;C13H16O3;220.268;[(Z)-hex-3-enyl] 2-hydroxybenzoate;[(Z)-hex-3-enyl] 2-hydroxybenzoate;0;NO;(3Z)-Hex-3-en-1-yl salicylate;65405-77-8;C13H16O3;220.109944;100.0;653.0;15.0;Active
