DTXSID;PREFERRED NAME;CASRN;MOLECULAR FORMULA;MONOISOTOPIC MASS;ToxCast Active;ToxCast Total;% ToxCast Active;HIT CALL;ATS
DTXSID00190950;6:1 Fluorotelomer alcohol;375-82-6;C7H3F13O;349.997631;52;461;11;Inactive;0.36
DTXSID00190950;6:1 Fluorotelomer alcohol;375-82-6;C7H3F13O;349.997631;52;461;11;Inactive;0.36
DTXSID00190950;6:1 Fluorotelomer alcohol;375-82-6;C7H3F13O;349.997631;52;461;11;Inactive;0.36
DTXSID00190950;6:1 Fluorotelomer alcohol;375-82-6;C7H3F13O;349.997631;52;461;11;Inactive;0.36
DTXSID00190950;6:1 Fluorotelomer alcohol;375-82-6;C7H3F13O;349.997631;52;461;11;Inactive;0.36
DTXSID00190950;6:1 Fluorotelomer alcohol;375-82-6;C7H3F13O;349.997631;52;461;11;Inactive;0.36
DTXSID00190950;6:1 Fluorotelomer alcohol;375-82-6;C7H3F13O;349.997631;52;461;11;Inactive;0.36
DTXSID00190950;6:1 Fluorotelomer alcohol;375-82-6;C7H3F13O;349.997631;52;461;11;Inactive;0.36
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Active;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Inactive;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Inactive;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Active;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Inactive;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Inactive;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Inactive;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Active;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Inactive;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Inactive;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Active;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Inactive;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Inactive;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Inactive;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Inactive;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Active;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Active;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Inactive;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Inactive;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Inactive;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Inactive;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Inactive;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Inactive;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Inactive;0.24
DTXSID00192353;8:2 Fluorotelomer sulfonic acid;39108-34-4;C10H5F17O3S;527.968794;40;506;8;Inactive;0.24
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Active;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Inactive;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Active;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Active;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Active;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Active;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Active;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Inactive;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Inactive;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Active;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Inactive;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Inactive;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Inactive;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Active;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Inactive;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Inactive;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Inactive;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Inactive;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Active;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Inactive;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Inactive;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Inactive;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Inactive;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Inactive;0.36
DTXSID00194615;1H,1H,9H-Perfluorononyl acrylate;4180-26-1;C12H6F16O2;486.01123;72;464;16;Inactive;0.36
DTXSID0020022;Acifluorfen;50594-66-6;C14H7ClF3NO5;360.996485;74;1009;7;Inactive;0
DTXSID0020022;Acifluorfen;50594-66-6;C14H7ClF3NO5;360.996485;74;1009;7;Inactive;0
DTXSID0020022;Acifluorfen;50594-66-6;C14H7ClF3NO5;360.996485;74;1009;7;Inactive;0
DTXSID0020022;Acifluorfen;50594-66-6;C14H7ClF3NO5;360.996485;74;1009;7;Inactive;0
DTXSID0020022;Acifluorfen;50594-66-6;C14H7ClF3NO5;360.996485;74;1009;7;Inactive;0
DTXSID0020022;Acifluorfen;50594-66-6;C14H7ClF3NO5;360.996485;74;1009;7;Inactive;0
DTXSID0020022;Acifluorfen;50594-66-6;C14H7ClF3NO5;360.996485;74;1009;7;Inactive;0
DTXSID0020022;Acifluorfen;50594-66-6;C14H7ClF3NO5;360.996485;74;1009;7;Inactive;0
DTXSID0020022;Acifluorfen;50594-66-6;C14H7ClF3NO5;360.996485;74;1009;7;Inactive;0
DTXSID0020022;Acifluorfen;50594-66-6;C14H7ClF3NO5;360.996485;74;1009;7;Inactive;0
DTXSID0020022;Acifluorfen;50594-66-6;C14H7ClF3NO5;360.996485;74;1009;7;Inactive;0
DTXSID0020022;Acifluorfen;50594-66-6;C14H7ClF3NO5;360.996485;74;1009;7;Inactive;0
DTXSID0020022;Acifluorfen;50594-66-6;C14H7ClF3NO5;360.996485;74;1009;7;Inactive;0
DTXSID0020022;Acifluorfen;50594-66-6;C14H7ClF3NO5;360.996485;74;1009;7;Inactive;0
DTXSID0020022;Acifluorfen;50594-66-6;C14H7ClF3NO5;360.996485;74;1009;7;Inactive;0
DTXSID0020022;Acifluorfen;50594-66-6;C14H7ClF3NO5;360.996485;74;1009;7;Inactive;0
DTXSID0020022;Acifluorfen;50594-66-6;C14H7ClF3NO5;360.996485;74;1009;7;Inactive;0
DTXSID0020022;Acifluorfen;50594-66-6;C14H7ClF3NO5;360.996485;74;1009;7;Inactive;0
DTXSID0020022;Acifluorfen;50594-66-6;C14H7ClF3NO5;360.996485;74;1009;7;Inactive;0
DTXSID0020105;Sodium L-ascorbate;134-03-2;C6H7NaO6;198.014032;21;921;2;Inactive;0
DTXSID0020105;Sodium L-ascorbate;134-03-2;C6H7NaO6;198.014032;21;921;2;Inactive;0
DTXSID0020105;Sodium L-ascorbate;134-03-2;C6H7NaO6;198.014032;21;921;2;Inactive;0
DTXSID0020105;Sodium L-ascorbate;134-03-2;C6H7NaO6;198.014032;21;921;2;Inactive;0
DTXSID0020105;Sodium L-ascorbate;134-03-2;C6H7NaO6;198.014032;21;921;2;Inactive;0
DTXSID0020105;Sodium L-ascorbate;134-03-2;C6H7NaO6;198.014032;21;921;2;Inactive;0
DTXSID0020105;Sodium L-ascorbate;134-03-2;C6H7NaO6;198.014032;21;921;2;Inactive;0
DTXSID0020105;Sodium L-ascorbate;134-03-2;C6H7NaO6;198.014032;21;921;2;Inactive;0
DTXSID0020105;Sodium L-ascorbate;134-03-2;C6H7NaO6;198.014032;21;921;2;Inactive;0
DTXSID0020105;Sodium L-ascorbate;134-03-2;C6H7NaO6;198.014032;21;921;2;Inactive;0
DTXSID0020105;Sodium L-ascorbate;134-03-2;C6H7NaO6;198.014032;21;921;2;Inactive;0
DTXSID0020105;Sodium L-ascorbate;134-03-2;C6H7NaO6;198.014032;21;921;2;Inactive;0
DTXSID0020105;Sodium L-ascorbate;134-03-2;C6H7NaO6;198.014032;21;921;2;Inactive;0
DTXSID0020105;Sodium L-ascorbate;134-03-2;C6H7NaO6;198.014032;21;921;2;Inactive;0
DTXSID0020105;Sodium L-ascorbate;134-03-2;C6H7NaO6;198.014032;21;921;2;Inactive;0
DTXSID0020105;Sodium L-ascorbate;134-03-2;C6H7NaO6;198.014032;21;921;2;Inactive;0
DTXSID0020105;Sodium L-ascorbate;134-03-2;C6H7NaO6;198.014032;21;921;2;Inactive;0
DTXSID0020105;Sodium L-ascorbate;134-03-2;C6H7NaO6;198.014032;21;921;2;Inactive;0
DTXSID0020105;Sodium L-ascorbate;134-03-2;C6H7NaO6;198.014032;21;921;2;Inactive;0
DTXSID0020232;Caffeine;58-08-2;C8H10N4O2;194.080376;65;972;7;Inactive;0
DTXSID0020232;Caffeine;58-08-2;C8H10N4O2;194.080376;65;972;7;Inactive;0
DTXSID0020232;Caffeine;58-08-2;C8H10N4O2;194.080376;65;972;7;Inactive;0
DTXSID0020232;Caffeine;58-08-2;C8H10N4O2;194.080376;65;972;7;Inactive;0
DTXSID0020232;Caffeine;58-08-2;C8H10N4O2;194.080376;65;972;7;Inactive;0
DTXSID0020232;Caffeine;58-08-2;C8H10N4O2;194.080376;65;972;7;Inactive;0
DTXSID0020232;Caffeine;58-08-2;C8H10N4O2;194.080376;65;972;7;Inactive;0
DTXSID0020232;Caffeine;58-08-2;C8H10N4O2;194.080376;65;972;7;Inactive;0
DTXSID0020232;Caffeine;58-08-2;C8H10N4O2;194.080376;65;972;7;Inactive;0
DTXSID0020232;Caffeine;58-08-2;C8H10N4O2;194.080376;65;972;7;Inactive;0
DTXSID0020232;Caffeine;58-08-2;C8H10N4O2;194.080376;65;972;7;Inactive;0
DTXSID0020232;Caffeine;58-08-2;C8H10N4O2;194.080376;65;972;7;Inactive;0
DTXSID0020232;Caffeine;58-08-2;C8H10N4O2;194.080376;65;972;7;Inactive;0
DTXSID0020232;Caffeine;58-08-2;C8H10N4O2;194.080376;65;972;7;Inactive;0
DTXSID0020232;Caffeine;58-08-2;C8H10N4O2;194.080376;65;972;7;Inactive;0
DTXSID0020232;Caffeine;58-08-2;C8H10N4O2;194.080376;65;972;7;Inactive;0
DTXSID0020232;Caffeine;58-08-2;C8H10N4O2;194.080376;65;972;7;Inactive;0
DTXSID0020232;Caffeine;58-08-2;C8H10N4O2;194.080376;65;972;7;Inactive;0
DTXSID0020232;Caffeine;58-08-2;C8H10N4O2;194.080376;65;972;7;Inactive;0
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Inactive;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Inactive;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Active;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Active;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Active;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Active;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Active;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Active;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Active;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Active;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Active;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Active;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Active;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Active;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Inactive;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Active;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Inactive;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Inactive;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Inactive;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Active;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Active;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Active;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Inactive;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Inactive;0.64
DTXSID0020284;2-Chloro-1,4-diaminobenzene sulfate (1:1);61702-44-1;C6H9ClN2O4S;239.997156;214;636;34;Inactive;0.64
DTXSID0020311;Monuron;150-68-5;C9H11ClN2O;198.055991;26;894;3;Inactive;0
DTXSID0020311;Monuron;150-68-5;C9H11ClN2O;198.055991;26;894;3;Inactive;0
DTXSID0020311;Monuron;150-68-5;C9H11ClN2O;198.055991;26;894;3;Inactive;0
DTXSID0020311;Monuron;150-68-5;C9H11ClN2O;198.055991;26;894;3;Inactive;0
DTXSID0020311;Monuron;150-68-5;C9H11ClN2O;198.055991;26;894;3;Inactive;0
DTXSID0020311;Monuron;150-68-5;C9H11ClN2O;198.055991;26;894;3;Inactive;0
DTXSID0020311;Monuron;150-68-5;C9H11ClN2O;198.055991;26;894;3;Inactive;0
DTXSID0020311;Monuron;150-68-5;C9H11ClN2O;198.055991;26;894;3;Inactive;0
DTXSID0020311;Monuron;150-68-5;C9H11ClN2O;198.055991;26;894;3;Inactive;0
DTXSID0020311;Monuron;150-68-5;C9H11ClN2O;198.055991;26;894;3;Inactive;0
DTXSID0020311;Monuron;150-68-5;C9H11ClN2O;198.055991;26;894;3;Inactive;0
DTXSID0020311;Monuron;150-68-5;C9H11ClN2O;198.055991;26;894;3;Inactive;0
DTXSID0020311;Monuron;150-68-5;C9H11ClN2O;198.055991;26;894;3;Inactive;0
DTXSID0020311;Monuron;150-68-5;C9H11ClN2O;198.055991;26;894;3;Inactive;0
DTXSID0020311;Monuron;150-68-5;C9H11ClN2O;198.055991;26;894;3;Inactive;0
DTXSID0020311;Monuron;150-68-5;C9H11ClN2O;198.055991;26;894;3;Inactive;0
DTXSID0020311;Monuron;150-68-5;C9H11ClN2O;198.055991;26;894;3;Inactive;0
DTXSID0020311;Monuron;150-68-5;C9H11ClN2O;198.055991;26;894;3;Inactive;0
DTXSID0020311;Monuron;150-68-5;C9H11ClN2O;198.055991;26;894;3;Inactive;0
DTXSID0020319;Chlorothalonil;1897-45-6;C8Cl4N2;263.881559;384;1103;35;Active;1
DTXSID0020319;Chlorothalonil;1897-45-6;C8Cl4N2;263.881559;384;1103;35;Active;1
DTXSID0020319;Chlorothalonil;1897-45-6;C8Cl4N2;263.881559;384;1103;35;Active;1
DTXSID0020319;Chlorothalonil;1897-45-6;C8Cl4N2;263.881559;384;1103;35;Active;1
DTXSID0020319;Chlorothalonil;1897-45-6;C8Cl4N2;263.881559;384;1103;35;Active;1
DTXSID0020319;Chlorothalonil;1897-45-6;C8Cl4N2;263.881559;384;1103;35;Active;1
DTXSID0020319;Chlorothalonil;1897-45-6;C8Cl4N2;263.881559;384;1103;35;Active;1
DTXSID0020319;Chlorothalonil;1897-45-6;C8Cl4N2;263.881559;384;1103;35;Active;1
DTXSID0020319;Chlorothalonil;1897-45-6;C8Cl4N2;263.881559;384;1103;35;Active;1
DTXSID0020319;Chlorothalonil;1897-45-6;C8Cl4N2;263.881559;384;1103;35;Active;1
DTXSID0020319;Chlorothalonil;1897-45-6;C8Cl4N2;263.881559;384;1103;35;Active;1
DTXSID0020319;Chlorothalonil;1897-45-6;C8Cl4N2;263.881559;384;1103;35;Active;1
DTXSID0020319;Chlorothalonil;1897-45-6;C8Cl4N2;263.881559;384;1103;35;Active;1
DTXSID0020319;Chlorothalonil;1897-45-6;C8Cl4N2;263.881559;384;1103;35;Active;1
DTXSID0020319;Chlorothalonil;1897-45-6;C8Cl4N2;263.881559;384;1103;35;Active;1
DTXSID0020319;Chlorothalonil;1897-45-6;C8Cl4N2;263.881559;384;1103;35;Active;1
DTXSID0020319;Chlorothalonil;1897-45-6;C8Cl4N2;263.881559;384;1103;35;Active;1
DTXSID0020319;Chlorothalonil;1897-45-6;C8Cl4N2;263.881559;384;1103;35;Active;1
DTXSID0020319;Chlorothalonil;1897-45-6;C8Cl4N2;263.881559;384;1103;35;Active;1
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Active;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Active;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Active;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Active;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Active;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Active;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Active;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Active;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Active;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Active;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Active;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Active;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Active;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Active;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Active;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Inactive;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Active;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Inactive;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Inactive;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Inactive;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Active;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Active;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Inactive;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Inactive;0.72
DTXSID0020365;Cyclosporin A;59865-13-3;C62H111N11O12;1201.841368;184;702;26;Inactive;0.72
DTXSID0020440;Dichlorprop;120-36-5;C9H8Cl2O3;233.98505;25;959;3;Inactive;0
DTXSID0020440;Dichlorprop;120-36-5;C9H8Cl2O3;233.98505;25;959;3;Inactive;0
DTXSID0020440;Dichlorprop;120-36-5;C9H8Cl2O3;233.98505;25;959;3;Inactive;0
DTXSID0020440;Dichlorprop;120-36-5;C9H8Cl2O3;233.98505;25;959;3;Inactive;0
DTXSID0020440;Dichlorprop;120-36-5;C9H8Cl2O3;233.98505;25;959;3;Inactive;0
DTXSID0020440;Dichlorprop;120-36-5;C9H8Cl2O3;233.98505;25;959;3;Inactive;0
DTXSID0020440;Dichlorprop;120-36-5;C9H8Cl2O3;233.98505;25;959;3;Inactive;0
DTXSID0020440;Dichlorprop;120-36-5;C9H8Cl2O3;233.98505;25;959;3;Inactive;0
DTXSID0020440;Dichlorprop;120-36-5;C9H8Cl2O3;233.98505;25;959;3;Inactive;0
DTXSID0020440;Dichlorprop;120-36-5;C9H8Cl2O3;233.98505;25;959;3;Inactive;0
DTXSID0020440;Dichlorprop;120-36-5;C9H8Cl2O3;233.98505;25;959;3;Inactive;0
DTXSID0020440;Dichlorprop;120-36-5;C9H8Cl2O3;233.98505;25;959;3;Inactive;0
DTXSID0020440;Dichlorprop;120-36-5;C9H8Cl2O3;233.98505;25;959;3;Inactive;0
DTXSID0020440;Dichlorprop;120-36-5;C9H8Cl2O3;233.98505;25;959;3;Inactive;0
DTXSID0020440;Dichlorprop;120-36-5;C9H8Cl2O3;233.98505;25;959;3;Inactive;0
DTXSID0020440;Dichlorprop;120-36-5;C9H8Cl2O3;233.98505;25;959;3;Inactive;0
DTXSID0020440;Dichlorprop;120-36-5;C9H8Cl2O3;233.98505;25;959;3;Inactive;0
DTXSID0020440;Dichlorprop;120-36-5;C9H8Cl2O3;233.98505;25;959;3;Inactive;0
DTXSID0020440;Dichlorprop;120-36-5;C9H8Cl2O3;233.98505;25;959;3;Inactive;0
